RunTime,RandomWalkLength,RandomWalkStart,Improvement
400000,6,25,first
400000,16,22,best
400000,29,12,first
400000,33,14,best
400000,30,16,first
400000,10,33,best
400000,33,17,first
400000,3,36,best
400000,39,13,first
400000,29,17,first
400000,32,14,first
400000,31,14,first
400000,40,15,first
327509,10,23,first
400000,35,12,best
324572,19,19,best
400000,15,19,best
400000,3,28,first
329844,6,31,best
400000,37,12,best
400000,5,23,first
400000,11,24,best
400000,35,15,best
400000,35,14,best
189533,7,27,best
400000,11,19,best
400000,36,12,best
400000,28,11,first
324504,13,25,first
258050,2,36,first
400000,19,22,best
400000,17,20,first
400000,16,19,first
400000,7,23,first
257129,7,31,best
326191,5,34,best
400000,3,32,first
400000,40,10,first
327659,11,23,first
331583,2,37,best
400000,4,27,first
328666,13,18,best
400000,1,34,first
400000,5,24,first
400000,18,19,best
326351,25,12,best
400000,6,27,best
400000,17,17,first
400000,2,34,first
174101,5,36,best
400000,39,17,best
400000,38,11,first
400000,38,12,best
400000,31,10,first
400000,22,18,best
329446,5,26,best
325895,12,25,first
400000,16,18,first
400000,22,21,best
400000,4,34,best
400000,4,36,best
400000,15,18,first
327317,16,20,first
400000,1,39,best
400000,13,24,best
400000,21,22,best
400000,32,16,best
400000,36,17,first
400000,30,17,first
400000,8,31,best
400000,12,24,best
323038,4,31,first
400000,16,25,best
400000,37,17,first
400000,2,32,first
400000,40,12,best
400000,20,21,first
400000,14,25,best
400000,20,20,first
327362,6,33,first
400000,17,24,best
400000,40,17,best
328999,4,37,best
400000,38,14,best
400000,15,22,first
400000,19,18,best
400000,12,23,best
400000,6,30,best
325129,5,29,best
400000,22,14,first
400000,3,31,first
400000,37,14,best
323413,1,38,best
177646,1,37,first
400000,34,14,first
400000,4,26,best
248132,12,33,best
400000,4,30,first
325044,4,28,first
325638,1,35,first
186121,11,33,best
321244,3,29,first
325332,9,23,first
258241,7,30,best
400000,22,20,best
400000,21,12,first
400000,32,17,first
400000,40,14,best
400000,28,21,best
400000,18,22,first
400000,17,15,first
400000,5,27,first
326526,29,20,best
400000,26,21,best
400000,21,18,best
324493,8,33,first
400000,24,21,best
400000,39,16,first
400000,14,24,best
400000,13,19,first
400000,14,19,first
400000,32,15,first
400000,38,17,first
400000,20,18,best
400000,3,30,first
328506,23,21,best
400000,3,37,best
400000,5,33,first
400000,15,24,best
400000,5,31,first
400000,31,15,first
400000,20,22,best
400000,38,15,first
400000,30,21,best
400000,13,33,best
400000,10,31,best
400000,6,29,best
400000,24,22,best
172445,9,27,best
400000,30,20,best
331409,25,20,best
400000,5,30,best
322516,14,22,first
400000,35,14,first
400000,31,12,best
400000,22,22,best
400000,7,24,first
400000,16,24,best
400000,7,29,best
400000,4,33,first
400000,20,25,best
400000,8,27,best
400000,35,12,first
400000,3,34,best
400000,25,21,best
400000,6,31,first
400000,27,20,best
400000,16,33,best
400000,28,20,best
400000,10,24,first
400000,35,13,best
320563,4,29,first
400000,10,27,best
327138,17,18,first
400000,23,18,best
400000,7,33,first
328187,32,21,best
400000,36,12,first
400000,19,21,first
400000,17,25,best
400000,35,10,best
257432,5,37,best
400000,39,10,first
322121,7,28,best
400000,34,17,first
400000,28,12,best
168115,7,27,first
400000,17,19,first
251172,15,33,best
330207,21,19,best
322153,6,26,best
400000,37,10,first
400000,18,25,best
254077,5,34,first
400000,26,20,best
331678,22,19,best
400000,6,34,best
400000,22,25,best
400000,19,25,best
400000,2,37,first
400000,11,24,first
400000,23,20,first
400000,16,22,first
400000,18,18,first
400000,22,17,best
400000,10,30,best
325622,10,36,best
400000,6,28,best
400000,34,12,first
400000,18,24,best
329490,6,32,best
400000,37,12,first
400000,5,26,first
400000,38,10,first
326772,25,22,best
326360,33,12,first
400000,4,36,first
400000,38,16,first
400000,2,39,best
400000,15,19,first
400000,35,15,first
252439,8,34,best
400000,27,14,first
400000,38,12,first
400000,36,21,best
400000,8,30,best
400000,10,25,first
400000,13,23,best
252596,13,27,best
400000,22,18,first
400000,15,23,best
400000,19,19,first
330221,9,33,first
400000,7,31,first
400000,9,30,best
400000,16,23,best
248519,20,23,best
400000,5,28,best
324285,11,31,best
400000,23,25,best
400000,17,22,first
400000,6,30,first
400000,1,39,first
400000,32,20,best
400000,31,20,best
400000,25,18,best
324174,21,21,first
400000,40,17,first
321916,9,36,best
329726,4,32,first
330557,11,33,first
400000,24,18,best
400000,14,23,best
400000,23,22,best
324703,18,20,first
400000,12,27,best
400000,16,25,first
400000,15,25,best
400000,11,19,first
328461,19,20,first
400000,21,20,first
324694,4,34,first
258514,14,25,first
183612,7,37,best
400000,38,14,first
400000,9,31,best
400000,26,25,best
400000,28,18,best
330081,7,32,best
400000,24,25,best
400000,26,18,best
400000,6,36,best
400000,12,24,first
400000,14,24,first
323383,34,21,best
253075,17,24,first
400000,10,33,first
321968,19,22,first
400000,30,14,best
400000,39,17,first
400000,21,25,best
325286,9,28,best
326528,13,24,first
400000,21,22,first
249189,21,24,best
330654,7,36,best
400000,9,29,best
400000,14,33,best
320473,10,27,first
400000,25,21,first
400000,12,33,first
400000,8,36,best
246966,8,28,best
328875,7,30,first
400000,40,12,first
326840,4,26,first
400000,2,35,best
250486,1,38,first
400000,32,16,first
400000,4,37,first
178612,5,30,first
400000,25,12,first
327704,35,21,best
331575,6,27,first
321033,31,12,first
323487,8,27,first
400000,33,20,best
400000,40,14,first
400000,7,26,best
400000,16,33,first
400000,37,21,best
400000,24,20,first
322513,5,36,first
400000,18,19,first
322209,23,21,first
400000,30,22,best
321461,22,17,first
323638,6,37,best
400000,25,19,best
400000,19,24,best
400000,22,21,first
400000,13,31,best
400000,22,20,first
400000,20,18,first
400000,5,29,first
400000,19,23,best
251857,9,27,first
400000,7,34,best
400000,27,22,best
326353,38,21,best
400000,39,21,best
400000,3,37,first
254994,10,29,best
400000,29,20,first
400000,13,30,best
400000,12,30,best
400000,24,21,first
400000,8,31,first
323590,22,22,first
400000,17,23,best
400000,17,33,best
400000,30,20,first
400000,19,33,best
400000,11,27,best
328915,18,33,best
251563,10,30,first
400000,19,18,first
323529,13,33,first
400000,34,20,best
400000,4,39,best
400000,36,14,best
400000,28,21,first
400000,25,20,first
327366,8,26,best
400000,3,36,first
400000,39,15,best
400000,26,21,first
400000,3,34,first
400000,20,33,best
400000,21,23,best
400000,37,20,best
400000,29,22,best
400000,30,18,best
400000,5,32,best
400000,27,20,first
329036,15,33,first
400000,28,20,first
400000,14,27,best
400000,3,39,best
400000,33,14,first
400000,12,23,first
400000,12,31,best
400000,22,24,best
400000,8,29,best
400000,37,14,first
400000,35,10,first
325234,10,36,first
400000,11,30,best
326078,20,22,first
400000,23,23,best
400000,26,19,best
400000,3,35,best
400000,20,24,best
330927,18,24,first
400000,10,31,first
327619,25,25,best
400000,40,16,best
400000,17,25,first
320282,6,34,first
323593,9,26,best
400000,32,25,best
400000,13,18,first
400000,32,21,first
328102,39,20,best
400000,1,40,best
249411,14,31,best
400000,23,18,first
400000,22,19,first
327721,16,23,first
400000,26,22,best
400000,16,24,first
400000,8,37,best
400000,18,25,first
250510,28,18,first
400000,2,39,first
400000,35,20,best
400000,20,25,first
400000,25,22,first
400000,40,21,best
182937,5,37,first
327745,40,20,best
400000,23,24,best
400000,15,24,first
400000,7,28,first
400000,31,20,first
322336,29,25,best
400000,5,39,best
400000,27,18,best
400000,26,20,first
324069,6,29,first
400000,6,26,first
400000,22,23,best
400000,19,25,first
400000,11,31,first
400000,35,13,first
400000,28,25,best
400000,12,26,best
400000,29,18,best
400000,31,22,best
400000,15,25,first
324245,15,31,best
400000,12,36,best
400000,2,35,first
248843,6,36,first
320708,8,30,first
400000,39,12,best
400000,32,22,best
400000,25,33,best
254914,6,39,best
400000,23,22,first
400000,7,36,first
400000,9,24,first
400000,32,18,best
400000,25,18,first
400000,23,25,first
400000,27,19,best
400000,7,39,best
320405,15,23,first
400000,30,25,best
189667,10,29,first
400000,5,28,first
400000,13,34,best
329983,13,36,best
250994,22,25,first
400000,36,21,first
400000,17,31,best
320095,6,28,first
400000,10,34,best
400000,34,21,first
400000,20,19,best
328631,34,18,best
400000,12,27,first
400000,28,12,first
322599,12,29,best
328784,7,29,first
400000,30,21,first
400000,14,30,best
400000,9,31,first
400000,35,22,best
400000,24,25,first
400000,27,25,best
400000,11,37,best
326008,11,34,best
322147,24,23,best
330075,33,22,best
322480,8,34,first
400000,35,21,first
326819,11,36,best
400000,21,24,first
400000,36,14,first
400000,18,30,best
400000,26,24,best
400000,9,34,best
400000,3,38,best
400000,4,35,best
400000,23,33,best
400000,21,19,first
400000,25,24,best
400000,7,32,first
400000,24,24,best
249253,7,37,first
400000,24,22,first
400000,36,20,best
400000,19,23,first
400000,22,33,best
331819,9,29,first
400000,26,25,first
185471,9,36,first
400000,14,34,best
400000,36,18,best
330038,6,37,first
400000,27,22,first
400000,37,21,first
400000,8,32,best
326768,9,28,first
400000,33,18,best
400000,9,30,first
400000,16,30,best
325485,16,31,best
400000,30,19,best
400000,31,18,best
400000,38,21,first
400000,36,22,best
400000,26,33,best
400000,2,40,best
400000,18,31,best
400000,28,19,best
252671,3,39,first
400000,10,26,best
400000,40,16,first
400000,30,18,first
400000,11,26,best
320356,27,24,best
400000,17,27,best
400000,31,24,best
400000,11,28,best
400000,21,33,best
400000,25,19,first
400000,1,40,first
400000,27,33,best
400000,20,31,best
400000,4,39,first
328520,9,39,best
400000,22,23,first
400000,39,20,first
400000,20,23,first
320459,29,23,best
326432,20,24,first
330275,18,27,best
400000,18,33,first
400000,14,33,first
400000,13,27,first
400000,21,18,first
400000,19,31,best
400000,26,23,best
400000,35,20,first
252611,34,25,best
400000,29,33,best
330730,8,39,best
400000,2,38,best
400000,12,34,best
400000,7,34,first
400000,25,23,best
400000,37,20,first
400000,15,30,best
400000,34,22,best
400000,39,15,first
400000,19,33,first
320917,16,36,best
331503,5,32,first
400000,35,25,best
400000,27,23,best
400000,13,37,best
400000,19,27,best
400000,12,37,best
328741,26,18,first
331590,7,26,first
400000,21,31,best
400000,15,34,best
327774,6,39,first
252144,8,29,first
331445,32,25,first
253462,5,35,best
400000,16,27,best
400000,20,33,first
400000,23,23,first
329236,39,12,first
400000,25,25,first
400000,9,26,first
400000,37,25,best
400000,40,22,best
400000,17,23,first
400000,13,29,best
400000,12,31,first
400000,12,29,first
329501,37,22,best
321304,34,20,first
324809,3,40,best
331785,11,39,best
400000,21,23,first
400000,29,21,best
400000,20,19,first
400000,40,18,best
400000,24,23,first
400000,40,21,first
400000,14,36,best
400000,14,27,first
400000,23,24,first
400000,13,23,first
321656,13,34,first
400000,7,39,first
400000,10,34,first
324086,13,26,best
400000,29,25,first
400000,33,21,best
400000,18,30,first
331402,35,18,best
331814,7,35,best
400000,28,24,best
400000,22,27,best
400000,3,38,first
400000,11,30,first
400000,36,20,first
400000,33,23,best
400000,29,22,first
255385,14,29,best
400000,19,36,best
322268,10,32,best
400000,39,25,best
327246,6,35,best
400000,33,20,first
400000,22,24,first
400000,38,25,best
400000,17,36,best
400000,32,19,best
246391,24,24,first
400000,39,21,first
400000,35,22,first
400000,27,19,first
400000,23,31,best
400000,32,24,best
400000,36,24,best
400000,29,18,first
400000,30,22,first
323964,16,28,best
177590,8,32,first
400000,19,30,best
400000,31,22,first
400000,12,28,best
325721,33,22,first
320513,28,19,first
328201,27,25,first
400000,14,34,first
323317,12,26,first
400000,31,21,best
400000,35,24,best
400000,38,18,best
331489,9,37,first
400000,13,30,first
400000,17,33,first
400000,18,36,best
400000,33,24,best
328030,21,27,best
400000,40,20,first
400000,8,26,first
322264,10,26,first
400000,36,25,best
400000,11,34,first
320745,18,37,best
400000,24,33,best
400000,9,32,best
400000,22,36,best
400000,15,36,best
400000,34,18,first
400000,11,37,first
400000,32,18,first
321404,34,19,best
400000,14,31,first
400000,32,33,best
400000,25,33,first
400000,24,31,best
321592,16,37,best
400000,31,19,best
331238,28,33,first
321456,34,23,best
400000,15,27,first
400000,33,18,first
400000,22,33,first
400000,27,33,first
328191,12,34,first
326978,14,37,best
400000,30,25,first
253310,7,40,best
400000,13,39,best
259633,11,26,first
328353,39,14,first
400000,10,39,best
400000,20,27,best
400000,2,40,first
330364,16,30,first
400000,11,32,best
400000,21,26,best
400000,32,22,first
400000,29,24,best
400000,17,30,first
400000,30,33,first
400000,13,31,first
400000,18,26,best
249581,25,27,best
400000,18,29,best
330135,17,34,best
400000,31,23,best
331484,15,37,best
400000,37,19,best
400000,26,22,first
400000,17,26,best
400000,20,36,best
400000,11,29,best
400000,27,21,best
330037,13,32,best
247775,23,33,first
324738,4,38,best
400000,16,34,best
400000,25,24,first
400000,27,24,first
400000,12,39,best
400000,14,28,best
246056,26,27,best
400000,39,22,first
400000,22,30,best
329572,15,31,first
400000,26,23,first
325353,16,31,first
400000,9,35,best
400000,21,36,best
327353,21,30,best
400000,28,25,first
331207,11,36,first
323044,9,39,first
400000,26,24,first
400000,31,24,first
400000,27,18,first
248024,3,40,first
331576,20,31,first
400000,32,23,best
400000,8,37,first
400000,37,24,best
400000,36,18,first
400000,26,19,first
400000,39,23,best
330656,33,25,best
400000,21,33,first
400000,33,21,first
400000,29,23,first
400000,34,24,best
324863,25,23,first
400000,20,30,best
400000,40,23,best
328214,8,35,best
400000,18,27,first
400000,13,28,best
400000,14,26,best
400000,9,34,first
400000,35,23,best
400000,36,19,best
327462,13,36,first
322019,4,40,best
322100,20,34,best
400000,19,31,first
330322,18,34,best
400000,6,40,best
400000,23,27,best
255365,15,30,first
400000,18,28,best
400000,35,19,best
400000,20,29,best
327328,21,34,best
329038,13,37,first
400000,15,28,best
400000,16,27,first
400000,21,31,first
400000,39,24,best
400000,22,31,best
400000,29,33,first
247204,16,28,first
400000,5,35,first
400000,18,31,first
400000,35,25,first
400000,12,36,first
400000,38,24,best
323044,6,35,first
400000,40,22,first
400000,5,39,first
400000,15,34,first
400000,34,33,best
322658,10,37,first
329389,16,39,best
256917,14,39,best
326341,38,23,best
400000,20,26,best
400000,4,35,first
400000,34,25,first
400000,34,22,first
400000,2,38,first
400000,15,39,best
400000,5,40,best
400000,17,31,first
400000,19,27,first
400000,12,32,best
400000,18,23,best
324616,13,26,first
400000,27,23,first
400000,17,27,first
400000,11,28,first
400000,23,30,best
400000,13,29,first
400000,38,19,best
400000,22,27,first
400000,30,19,first
400000,38,20,best
400000,19,34,best
400000,22,34,best
400000,16,36,first
400000,14,30,first
400000,18,36,first
324817,38,33,best
400000,17,29,best
400000,35,33,best
400000,33,23,first
400000,37,22,first
400000,20,37,best
400000,36,24,first
400000,22,26,best
400000,5,38,best
400000,26,33,first
400000,10,32,first
400000,19,37,best
325707,17,34,first
400000,26,30,best
400000,19,36,first
400000,12,37,first
400000,16,29,best
400000,28,24,first
400000,29,21,first
400000,25,34,best
400000,10,35,best
400000,38,25,first
400000,25,30,best
329134,35,18,first
400000,19,29,best
400000,40,18,first
400000,23,36,best
400000,34,23,first
400000,16,26,best
400000,28,26,best
400000,36,22,first
400000,24,30,best
400000,37,33,best
328107,19,28,best
166970,24,36,best
400000,36,23,best
400000,36,25,first
400000,32,19,first
321675,24,33,first
400000,25,31,best
400000,27,26,best
253456,12,39,first
326988,35,24,first
251094,11,32,first
400000,21,28,best
400000,17,37,best
400000,21,37,best
400000,19,26,best
400000,28,22,best
248874,30,30,best
400000,30,23,best
400000,22,28,best
400000,26,26,best
400000,19,30,first
400000,13,39,first
400000,6,38,best
330050,25,26,best
400000,10,28,first
400000,23,19,first
400000,37,19,first
400000,14,29,first
400000,31,18,first
328831,15,37,first
400000,23,34,best
400000,21,26,first
400000,28,27,best
330582,7,38,best
322840,24,34,best
173732,16,37,first
400000,14,37,first
400000,8,39,first
400000,39,25,first
400000,31,19,first
400000,33,33,best
400000,17,36,first
400000,31,21,first
400000,20,36,first
400000,18,37,first
400000,21,29,best
329594,10,39,first
322650,24,26,best
400000,7,35,first
400000,29,27,best
400000,7,40,first
400000,34,24,first
400000,29,31,best
321937,31,23,first
323843,15,28,first
400000,10,40,best
400000,14,32,best
400000,27,34,best
400000,33,24,first
400000,26,34,best
400000,6,40,first
400000,32,24,first
326466,22,31,first
326943,35,23,first
400000,17,28,best
400000,22,37,best
400000,14,28,first
331832,15,32,best
400000,22,30,first
331679,18,39,best
325744,20,28,best
400000,33,25,first
400000,38,18,first
400000,21,36,first
258249,13,35,best
331257,4,38,first
400000,27,30,best
329797,28,34,best
400000,12,28,first
400000,37,18,best
400000,25,37,best
400000,14,36,first
329540,8,38,best
400000,25,36,best
400000,34,19,first
400000,18,29,first
400000,24,37,best
400000,21,30,first
330807,36,19,first
400000,11,39,first
400000,28,23,best
400000,13,32,first
400000,25,27,first
400000,20,27,first
400000,8,40,best
400000,37,25,first
400000,14,39,first
400000,26,31,best
400000,14,26,first
400000,31,34,best
400000,9,38,best
400000,15,36,first
331208,37,31,best
400000,24,31,first
400000,22,26,first
400000,39,23,first
400000,23,27,first
400000,28,31,best
400000,13,28,first
400000,11,35,best
400000,5,40,first
400000,25,28,best
400000,17,26,first
400000,19,37,first
327185,16,39,first
400000,36,27,best
331085,22,34,first
400000,31,33,best
400000,31,25,best
400000,36,33,best
400000,20,29,first
400000,40,23,first
400000,35,31,best
400000,33,30,best
400000,33,36,best
325568,32,27,best
400000,16,34,first
324579,23,30,first
400000,30,27,best
400000,21,27,first
400000,31,36,best
400000,28,36,best
400000,24,27,best
400000,23,31,first
400000,22,36,first
400000,11,29,first
400000,40,19,best
400000,19,28,first
324327,32,31,best
400000,20,34,first
400000,26,27,first
400000,9,40,best
326233,15,39,first
321676,38,24,first
400000,18,34,first
400000,32,34,best
400000,17,32,best
248680,18,23,first
400000,32,33,first
400000,38,27,best
245853,33,33,first
329547,23,28,best
400000,11,40,best
323304,10,35,first
329119,27,37,best
400000,16,29,first
400000,26,36,best
400000,27,21,first
400000,27,36,best
400000,23,36,first
400000,34,27,best
400000,29,24,first
400000,35,19,first
326880,9,35,first
400000,34,30,best
400000,24,29,best
400000,32,23,first
400000,26,29,best
249656,18,28,first
400000,29,19,best
400000,38,33,first
400000,32,37,best
400000,25,30,first
400000,36,23,first
400000,35,33,first
322695,5,38,first
320925,6,38,first
400000,26,37,best
400000,28,27,first
326074,19,34,first
400000,33,31,best
324358,28,30,best
400000,27,31,best
400000,21,37,first
400000,29,26,best
400000,20,39,best
400000,26,26,first
400000,17,39,best
400000,38,20,first
327631,19,39,best
400000,23,37,best
328458,30,31,best
400000,39,36,best
400000,9,32,first
328707,37,36,best
400000,39,33,best
400000,26,30,first
326429,17,29,first
400000,28,22,first
400000,32,36,best
400000,22,29,best
400000,20,37,first
400000,10,38,best
400000,37,30,best
400000,28,26,first
325081,4,40,first
400000,23,39,best
400000,24,28,best
400000,24,39,best
400000,15,35,best
400000,19,29,first
400000,15,29,best
400000,39,31,best
400000,36,36,best
328492,29,37,best
400000,14,40,best
400000,33,37,best
400000,12,35,best
400000,30,23,first
400000,23,29,best
331850,25,26,first
400000,24,34,first
328474,16,26,first
400000,21,34,first
400000,37,24,first
328550,16,32,best
400000,31,28,best
400000,24,26,first
256977,25,39,best
322147,13,40,best
320921,30,30,first
330887,12,38,best
400000,19,32,best
400000,18,26,first
400000,21,39,best
326637,27,28,best
400000,34,33,first
400000,29,27,first
400000,13,35,first
331545,30,37,best
400000,38,23,first
400000,17,28,first
251396,15,32,first
400000,35,36,best
400000,24,19,best
400000,30,26,best
400000,21,29,first
400000,28,34,first
400000,25,31,first
330726,30,39,best
400000,27,39,best
400000,33,19,best
400000,31,26,best
400000,28,37,best
400000,36,31,best
330140,39,27,best
400000,20,30,first
400000,17,40,best
329068,8,38,first
400000,17,37,first
400000,37,33,first
400000,38,36,best
400000,21,32,best
400000,12,40,best
400000,15,40,best
400000,34,37,best
320321,24,36,first
400000,29,34,best
400000,27,29,best
400000,21,28,first
400000,8,35,first
400000,33,26,best
325274,23,26,best
400000,35,34,best
400000,40,25,best
400000,32,30,best
400000,38,19,first
400000,22,37,first
400000,22,28,first
400000,36,33,first
326618,31,34,first
400000,27,34,first
400000,26,39,best
400000,40,30,best
330780,16,35,best
400000,40,36,best
400000,38,22,best
400000,26,31,first
400000,37,18,first
328821,27,26,first
400000,14,35,best
400000,27,27,best
400000,30,34,best
400000,8,40,first
400000,25,36,first
400000,22,39,best
400000,31,27,best
400000,28,28,best
400000,12,32,first
400000,26,28,best
400000,38,31,best
400000,10,40,first
400000,35,28,best
400000,35,30,best
243310,34,27,first
400000,23,34,first
258585,20,28,first
400000,40,19,first
250604,11,40,first
327414,30,27,first
400000,35,26,best
400000,33,36,first
330213,28,39,best
324447,29,26,first
251442,7,38,first
400000,27,37,first
400000,16,40,best
400000,40,34,best
400000,25,37,first
400000,19,26,first
400000,27,36,first
400000,9,38,first
400000,11,38,best
400000,29,36,best
400000,15,38,best
400000,25,28,first
400000,36,27,first
331233,20,35,best
400000,36,28,best
400000,24,32,best
400000,25,29,best
400000,31,33,first
400000,38,34,best
400000,33,39,best
400000,34,28,best
400000,39,18,best
400000,32,29,best
400000,20,26,first
249000,9,40,first
400000,29,28,best
400000,29,31,first
400000,39,24,first
400000,29,19,first
326485,33,28,best
400000,35,31,first
400000,14,32,first
400000,24,29,first
400000,24,30,first
322974,37,37,best
400000,32,26,best
400000,19,39,first
400000,25,34,first
400000,37,31,first
400000,19,35,best
400000,28,31,first
400000,39,34,best
320827,24,37,first
329212,32,34,first
400000,22,32,best
400000,28,23,first
400000,31,36,first
400000,33,31,first
400000,39,26,best
400000,39,31,first
400000,38,28,best
400000,27,31,first
400000,31,29,best
328305,26,36,first
400000,31,39,best
323902,34,30,first
400000,33,30,first
244668,19,40,best
400000,27,30,first
400000,23,28,first
400000,35,29,best
400000,33,37,first
400000,25,32,best
400000,29,37,first
400000,17,38,best
400000,32,27,first
400000,23,29,first
400000,10,38,first
400000,36,30,best
400000,37,26,best
400000,26,37,first
328098,13,38,best
400000,17,39,first
400000,28,32,best
400000,20,39,first
400000,32,31,first
331711,32,37,first
329806,30,31,first
400000,26,32,best
324326,35,36,first
400000,37,30,first
400000,34,29,best
325501,38,27,first
400000,36,26,best
400000,28,30,first
400000,34,26,best
400000,26,29,first
400000,27,32,best
322677,34,34,best
400000,24,27,first
400000,17,40,first
400000,20,38,best
400000,14,40,first
322810,40,30,first
400000,22,29,first
400000,37,36,first
328460,16,38,best
400000,34,37,first
326167,24,19,first
400000,32,39,best
400000,31,25,first
331661,25,39,first
400000,39,37,best
331070,15,40,first
400000,12,40,first
330154,18,39,first
400000,36,31,first
400000,36,36,first
400000,15,29,first
400000,36,29,best
329251,29,34,first
400000,24,28,first
400000,31,26,first
400000,33,19,first
322780,21,32,first
400000,32,36,first
322291,23,26,first
326197,27,29,first
326935,39,27,first
400000,15,35,first
400000,26,34,first
327132,24,38,best
400000,32,32,best
400000,22,39,first
324263,34,39,best
400000,27,28,first
400000,40,31,best
400000,24,40,best
400000,22,38,best
330047,35,30,first
400000,18,35,best
327661,30,39,first
400000,40,36,first
400000,24,39,first
400000,19,38,best
325752,16,35,first
400000,16,32,first
400000,38,22,first
400000,37,23,best
400000,23,39,first
400000,12,35,first
400000,28,36,first
327266,18,40,best
321712,12,38,first
400000,38,36,first
400000,29,36,first
400000,29,29,best
400000,30,24,best
400000,39,36,first
400000,25,40,best
400000,33,26,first
400000,21,35,best
325519,23,35,best
322350,19,32,first
400000,35,26,first
400000,13,40,first
400000,27,39,first
179853,11,38,first
321963,17,32,first
325161,35,34,first
255255,31,30,best
330455,37,29,best
400000,31,27,first
400000,38,30,best
323134,14,35,first
400000,33,32,best
400000,36,32,best
330053,23,37,first
400000,26,28,first
400000,26,39,first
331076,38,26,best
326641,35,37,best
400000,37,34,best
400000,35,28,first
400000,36,37,best
400000,30,34,first
400000,11,35,first
323634,39,28,best
400000,20,40,best
400000,21,40,best
400000,26,38,best
400000,35,29,first
400000,33,34,best
330765,39,18,first
400000,37,32,best
400000,28,39,first
327595,37,28,best
325280,30,37,first
331067,35,27,best
400000,38,34,first
400000,23,40,best
400000,29,30,best
400000,32,30,first
324773,24,32,first
400000,15,26,best
400000,23,38,best
400000,38,31,first
400000,27,27,first
400000,15,38,first
400000,28,37,first
400000,22,40,best
400000,40,29,best
400000,32,29,first
400000,29,38,best
400000,40,34,first
400000,38,37,best
400000,21,38,best
400000,37,37,first
400000,36,39,best
400000,34,32,best
400000,22,32,first
400000,16,40,first
400000,37,27,best
400000,40,25,first
324437,22,35,best
400000,28,38,best
400000,28,28,first
400000,31,32,best
325406,20,35,first
400000,39,39,best
400000,18,38,best
400000,33,39,first
400000,39,37,first
400000,30,26,first
400000,35,39,best
400000,39,29,best
400000,40,24,best
330121,16,38,first
400000,33,28,first
400000,39,26,first
400000,33,27,best
323562,34,36,best
400000,38,32,best
327456,25,38,best
400000,31,31,best
400000,31,28,first
400000,34,28,first
400000,34,26,first
253943,28,35,best
400000,30,35,best
400000,39,19,best
400000,25,29,first
400000,17,38,first
400000,13,38,first
400000,39,34,first
331159,27,38,best
400000,36,30,first
321832,21,39,first
325119,39,33,first
400000,27,35,best
325246,19,35,first
400000,29,32,best
326370,26,35,best
400000,19,40,first
400000,34,31,best
400000,26,32,first
400000,38,29,best
400000,37,26,first
400000,37,39,best
400000,34,29,first
400000,40,27,best
400000,40,31,first
400000,28,32,first
400000,21,35,first
400000,29,40,best
400000,40,32,best
400000,29,28,first
400000,39,32,best
400000,32,26,first
400000,32,32,first
400000,25,35,best
400000,35,32,best
400000,29,35,best
400000,32,39,first
400000,20,38,first
330503,31,39,first
400000,37,29,first
400000,17,35,best
400000,37,23,first
400000,31,30,first
400000,24,40,first
330106,20,32,best
331871,33,38,best
400000,40,35,best
400000,30,38,best
400000,24,35,best
400000,36,28,first
400000,29,29,first
400000,40,39,best
253350,18,40,first
400000,31,40,best
400000,27,32,first
328995,23,40,first
400000,28,29,best
324835,36,32,first
400000,37,35,best
321756,25,32,first
400000,33,35,best
400000,20,40,first
400000,32,40,best
400000,32,38,best
400000,28,40,best
400000,38,28,first
331451,34,39,first
400000,38,26,first
400000,33,32,first
400000,33,40,best
323795,36,35,best
329192,31,35,best
183012,25,40,first
400000,27,40,best
400000,22,38,first
400000,31,38,best
400000,36,34,best
400000,21,40,first
327233,37,32,first
321892,38,35,best
400000,29,38,first
400000,36,29,first
326887,19,38,first
400000,35,27,first
400000,31,29,first
400000,36,26,first
244937,24,38,first
400000,38,30,first
400000,40,37,best
400000,26,40,best
400000,34,40,best
400000,34,36,first
328535,34,32,first
320919,32,35,best
331393,37,28,first
400000,36,37,first
324079,37,27,first
330783,28,38,first
400000,39,39,first
325405,35,37,first
400000,21,38,first
326959,40,29,first
400000,18,35,first
400000,31,37,best
400000,29,30,first
400000,34,38,best
400000,35,35,best
400000,38,38,best
400000,26,38,first
331645,34,34,first
400000,31,31,first
400000,23,38,first
328135,23,35,first
400000,23,32,best
400000,32,28,best
400000,30,24,first
330381,27,38,first
400000,35,38,best
330517,37,34,first
400000,40,38,best
400000,15,26,first
400000,29,32,first
400000,33,34,first
331171,29,39,best
400000,30,36,best
400000,39,35,best
400000,25,38,first
400000,40,26,best
400000,40,32,first
328563,38,37,first
170078,22,40,first
400000,36,38,best
400000,28,35,first
400000,33,29,best
324178,34,31,first
400000,18,32,best
329513,31,32,first
400000,39,19,first
329871,40,27,first
400000,14,38,best
325336,37,39,first
400000,26,35,first
400000,29,35,first
400000,33,27,first
400000,36,40,best
400000,27,35,first
400000,34,35,best
400000,35,40,best
400000,39,28,first
400000,38,29,first
400000,35,32,first
242640,22,35,first
321858,25,35,first
330949,39,32,first
400000,30,28,best
400000,39,38,best
329638,38,40,best
400000,40,33,best
329776,36,39,first
400000,18,38,first
327505,38,32,first
328191,29,40,first
400000,17,35,first
