RunTime,RandomWalkLength,RandomWalkStart,Improvement
18625,12,23,best
8439,26,18,first
17324,24,18,first
97661,22,15,first
4501,9,20,best
13533,10,24,best
86856,1,32,best
12296,9,21,best
89648,5,27,first
12093,5,30,best
6424,39,19,best
8551,13,23,first
400000,30,1,first
17921,31,18,first
17812,10,27,best
6109,1,31,first
13040,4,30,first
12609,4,26,first
101524,32,15,first
400000,36,1,first
400000,38,2,first
95532,8,27,first
18774,7,20,first
400000,40,1,best
14787,6,29,best
11783,11,20,best
29453,30,14,first
96198,18,22,best
85601,30,18,first
17922,5,29,best
20314,33,19,first
16873,10,21,first
88377,32,18,best
11721,13,22,first
15019,6,30,best
81732,17,22,best
12968,2,28,best
400000,33,1,first
15366,40,19,best
85366,40,16,first
83100,35,17,first
167141,28,18,best
242434,40,14,best
92052,22,18,first
18364,15,22,first
22163,20,23,best
92061,10,25,first
24864,37,14,best
95246,13,21,best
11557,9,29,best
95224,1,29,first
104262,21,22,best
23318,12,24,first
15724,16,23,best
18002,37,19,best
7421,12,21,best
24018,23,22,best
21883,34,19,first
23896,11,25,best
16432,11,21,best
92308,33,15,first
11096,3,28,best
400000,40,3,best
400000,33,3,first
10944,3,26,first
11106,9,24,first
175987,37,17,first
21784,4,29,first
12804,8,30,best
12968,40,15,first
83058,7,29,best
25468,14,21,best
12937,12,23,first
85634,22,22,best
25574,25,18,best
17771,19,23,best
15585,9,21,first
400000,34,1,first
92681,40,17,best
100774,27,19,best
13255,4,28,best
174709,37,15,best
400000,40,2,best
94496,39,14,first
87768,6,29,first
15434,11,27,first
400000,28,1,first
99647,11,29,best
26906,3,31,best
104091,25,19,first
243166,20,22,first
87115,35,19,first
400000,36,3,first
7078,2,33,best
19243,27,18,best
96609,9,20,first
99531,17,23,first
14429,10,30,best
17139,5,26,best
18454,8,20,first
168494,21,18,best
15392,8,29,best
97741,21,23,best
98143,6,24,first
92260,2,31,best
23036,1,35,best
91156,39,19,first
91786,9,30,best
21804,10,29,best
97240,15,23,best
23562,15,27,best
88525,17,22,first
16405,36,19,first
105068,8,25,first
90792,18,23,first
25369,14,23,first
88729,14,27,best
18710,18,22,first
400000,31,1,first
12808,5,30,first
98912,17,27,best
101627,1,33,first
184071,39,15,first
251151,36,15,first
24506,13,27,best
17359,18,21,best
98205,1,34,best
254587,34,14,first
21493,10,24,first
173872,16,22,first
400000,28,3,first
11033,16,23,first
92091,11,20,first
24087,1,32,first
89188,2,32,best
17910,8,30,first
104472,13,29,best
27360,1,36,best
183127,23,15,best
400000,39,1,first
23380,8,26,best
167464,28,18,first
163405,29,18,first
400000,32,1,first
400000,29,3,first
171832,25,22,best
90888,12,20,best
20250,16,21,best
28940,7,30,best
12673,27,22,best
179831,14,24,best
400000,31,3,best
17454,2,35,best
400000,38,1,first
95657,23,22,first
96639,6,30,first
13225,2,33,first
93441,15,21,best
25586,11,25,first
175070,30,19,best
14488,5,32,best
17787,18,27,best
99916,12,27,best
92697,14,20,best
256621,8,24,first
28044,9,27,first
21458,15,24,best
18790,10,20,best
400000,37,1,best
93799,13,24,best
93635,10,27,first
169966,37,14,first
15782,3,31,first
94640,6,26,best
12673,16,29,best
32294,9,29,first
9992,19,23,first
24810,2,34,best
177963,38,16,first
400000,32,3,first
20115,11,21,first
16387,17,24,best
175794,35,15,first
104903,13,20,best
24751,10,29,first
18580,12,21,first
27270,27,19,first
99917,16,27,best
171697,15,25,best
96329,20,27,best
17716,6,32,best
20698,36,18,best
167032,7,29,first
89450,3,33,best
10734,23,15,first
103870,2,28,first
99960,40,14,first
165677,13,25,best
41092,25,18,first
103914,40,17,first
85406,21,22,first
92661,34,18,best
91573,9,30,first
179682,38,14,first
174240,26,22,best
14320,4,31,best
94588,32,18,first
10695,8,32,best
89180,23,18,best
26548,20,23,first
183236,13,21,first
13877,1,35,first
25708,3,32,best
20589,15,23,first
27219,14,27,first
170086,14,29,best
400000,34,3,best
23295,4,33,best
170921,33,18,best
91199,11,30,best
22686,35,18,best
400000,40,2,first
13360,16,21,first
97472,2,31,first
19425,15,29,best
170397,18,21,first
26149,3,34,best
170244,19,22,best
400000,37,3,best
249608,40,3,first
95866,12,30,best
400000,40,1,first
183030,3,28,first
94999,16,20,best
107129,17,27,first
99078,5,29,first
102656,23,23,best
26747,14,25,best
91838,28,22,best
166423,27,18,first
180349,17,20,best
95763,19,27,best
89982,30,23,best
23767,14,20,first
171095,40,19,first
24295,21,18,first
23639,11,29,first
91075,11,24,best
99347,38,18,best
26719,1,34,first
253224,37,15,first
92998,4,32,best
97394,19,20,best
104314,37,19,first
87324,2,32,first
98555,39,18,best
18255,21,27,best
97441,29,23,best
22399,21,21,best
251704,31,14,best
16365,27,22,first
400000,35,3,first
97653,24,23,best
168197,12,29,best
11613,20,21,best
15298,6,26,first
20239,6,32,first
100871,17,25,best
245796,10,30,first
94688,15,20,best
180868,8,29,first
97389,29,22,best
179081,21,23,first
107994,16,24,best
40683,13,29,first
400000,35,1,best
102505,15,27,first
14730,21,29,best
92809,18,24,best
23611,22,27,best
96181,4,28,first
16367,1,36,first
20254,27,23,best
98250,12,25,best
169387,40,18,best
104558,14,21,first
23616,7,32,best
16001,4,33,first
21609,14,30,best
91262,5,28,best
94961,5,33,best
26222,13,27,first
177765,37,18,best
35146,22,22,first
90135,5,31,best
185215,14,24,first
95701,24,22,best
98894,7,30,first
96032,8,26,first
88674,12,20,first
13974,2,36,best
172751,12,27,first
101209,25,23,best
254667,30,22,best
400000,31,3,first
14964,15,25,first
13154,23,29,best
12441,1,37,best
100218,19,29,best
20962,7,31,best
17286,14,29,first
22658,1,38,best
177922,34,23,best
25123,17,20,first
14034,17,24,first
167316,13,30,best
110267,2,34,first
169045,13,20,first
104544,8,32,first
87798,6,33,best
96626,16,29,first
92501,23,21,best
21281,3,33,first
31105,12,30,first
96596,19,21,best
20068,3,36,best
26287,6,34,best
97549,4,34,best
97659,18,27,first
18302,15,29,first
102569,23,18,first
104880,5,26,first
20413,1,40,best
14857,19,24,best
98700,18,20,best
25554,31,23,best
167163,20,27,first
97812,18,29,best
94633,24,15,best
26045,28,22,first
28380,22,29,best
111899,15,24,first
169271,32,23,best
255793,39,16,best
23970,3,35,best
13205,25,27,best
23508,38,15,best
93559,26,29,best
170343,38,18,first
171381,33,18,first
96809,36,18,first
12609,7,28,best
18268,7,33,best
87780,34,18,first
22423,13,24,first
17780,9,26,best
105544,3,34,first
88877,27,23,first
19255,38,19,best
20562,23,27,best
27140,17,30,best
94820,15,21,first
174420,9,32,best
19081,8,28,best
176936,39,18,first
31114,18,25,best
179469,19,27,first
90386,11,24,first
101275,4,35,best
27833,29,23,first
21934,25,21,best
20854,10,32,best
88788,5,34,best
25639,4,32,first
15767,12,32,best
23041,4,31,first
254869,2,35,first
27798,26,27,best
94650,15,30,best
20181,2,38,best
252580,30,19,first
22467,14,30,first
18264,27,29,best
90834,40,18,first
20782,16,24,first
11955,6,35,best
170613,1,39,best
92779,22,23,best
16547,30,22,first
25114,10,20,first
15180,10,26,best
17757,20,24,best
400000,34,3,first
13161,33,29,best
87284,25,29,best
167900,19,22,first
103195,14,25,first
14073,24,23,first
176223,17,29,best
20316,5,28,first
21517,31,29,best
171949,16,30,best
244928,30,23,first
400000,37,1,first
174175,17,21,best
16743,9,33,best
28394,6,31,best
182478,32,22,best
26594,6,36,best
8158,11,26,best
16297,22,27,first
26938,20,29,best
85965,34,23,first
17502,1,38,first
103691,23,23,first
99619,25,22,first
400000,37,3,first
98387,31,22,best
27526,21,29,first
101473,26,22,first
23876,8,33,best
90482,24,29,best
9789,24,24,best
6808,2,40,best
183969,35,23,best
99135,29,29,best
86979,4,36,best
31031,6,28,best
23905,2,36,first
93396,26,21,best
9988,9,32,first
12020,3,40,best
18751,29,27,best
10976,18,30,best
24860,20,21,first
21330,10,33,best
14823,21,21,first
23257,19,21,first
4739,2,38,first
171835,5,32,first
89824,11,30,first
11189,23,20,best
3031,13,26,best
3400,15,30,first
16279,6,33,first
245671,20,20,best
41472,34,22,best
7548,13,30,first
25255,19,20,first
246182,3,32,first
188795,31,14,first
27296,12,29,first
88578,21,20,best
88517,17,25,first
22574,12,25,first
8812,34,29,best
18481,9,28,best
4214,22,23,first
98562,28,29,best
12300,3,37,best
13431,5,33,first
12802,12,32,first
92996,5,35,best
104643,25,23,first
19882,7,34,best
20468,39,16,first
3681,27,29,first
9507,23,21,first
92097,13,25,first
15755,24,20,best
16984,23,29,first
99196,30,29,best
15282,33,27,best
3886,10,28,best
91845,27,27,best
96131,1,40,first
5511,6,34,first
257340,21,27,first
7385,17,30,first
19682,18,24,first
5907,26,29,first
6511,14,32,best
96557,16,20,first
11093,31,23,first
14428,4,34,first
93953,24,21,best
182961,36,23,best
18663,15,20,first
107430,18,20,first
14101,7,31,first
19696,21,24,best
24940,7,26,best
9166,37,22,best
9946,27,24,best
34217,22,21,best
85618,2,39,best
5673,6,35,first
91512,7,32,first
8000,11,28,best
14140,22,29,first
34659,19,30,best
26013,5,36,best
8053,7,28,first
13330,19,29,first
6999,20,25,best
100796,18,29,first
7385,38,23,best
16900,3,38,best
20239,7,33,first
22221,25,27,first
95453,16,25,best
11866,22,30,best
107134,24,27,best
6729,5,40,best
4112,14,28,best
5355,4,36,first
16969,3,36,first
20608,28,23,best
13248,6,31,first
10672,13,32,best
12849,1,39,first
13629,26,24,best
13547,10,26,first
12274,25,29,first
6091,9,28,first
2727,28,29,first
91487,29,22,first
1604,37,29,best
17766,6,36,first
12116,27,21,best
177453,36,22,best
246611,24,22,first
19782,4,35,first
108520,28,27,best
88678,5,31,first
13692,24,29,first
88191,30,27,best
7877,26,30,best
9090,35,29,best
27836,9,26,first
39153,16,27,first
11454,29,21,best
9144,26,21,first
5612,32,22,first
4809,17,32,best
11040,6,38,best
7933,4,40,best
5682,15,32,best
89538,11,32,best
10350,7,40,best
12620,16,30,first
244394,22,20,best
4821,25,20,best
9025,25,25,best
10222,20,24,first
15830,38,19,first
5422,31,20,best
9804,23,20,first
6888,8,33,first
13585,8,34,best
12041,8,35,best
8229,21,20,first
256161,35,18,first
11976,20,32,best
5805,12,33,best
6021,5,35,first
13384,17,29,first
4330,22,21,first
92758,23,24,best
6634,9,33,first
5900,5,38,best
164496,19,24,first
400000,35,1,first
19627,7,35,best
13383,19,32,best
6585,33,27,first
25164,2,37,best
16916,33,29,first
15302,37,27,best
11732,34,22,first
85056,29,29,first
11509,21,24,first
12702,11,26,first
10901,8,31,best
16569,8,28,first
8209,33,24,best
11445,11,35,best
12612,31,22,first
12094,27,24,first
11566,18,30,first
4465,4,37,best
167119,32,29,best
11917,13,28,best
14962,25,30,best
22489,36,27,best
11492,30,24,best
11093,18,32,best
17814,38,15,first
16778,28,30,best
10044,26,27,first
7812,7,26,first
8338,34,24,best
7838,32,23,first
16769,5,34,first
2847,24,21,first
85733,35,27,best
12117,3,37,first
13890,29,24,best
6215,5,40,first
17346,9,35,best
84576,10,32,first
15898,15,26,best
2965,29,21,first
85559,9,31,best
7551,19,30,first
16493,3,39,best
10461,7,34,first
11544,35,23,first
16358,5,36,first
17958,21,30,best
96002,24,15,first
14352,24,24,first
6977,6,40,best
15874,31,29,first
11766,17,26,best
17434,32,21,best
12076,10,28,first
15083,6,28,first
18226,14,26,best
9489,36,29,best
5729,25,20,first
15781,31,21,best
15855,10,34,best
22748,2,40,first
24851,32,24,best
13030,8,36,best
12976,16,32,best
13620,3,40,first
11249,20,32,first
6635,13,32,first
82454,13,26,first
14758,34,21,best
4581,4,40,first
86516,29,27,first
16027,14,31,best
23008,11,28,first
6602,9,36,best
3409,35,24,best
25524,20,29,first
4635,7,40,first
19215,39,22,best
85601,34,29,first
83319,10,31,best
5631,22,24,best
10459,17,28,best
10629,23,24,first
21077,40,23,best
8521,34,24,first
9141,12,35,best
7089,22,20,first
9245,16,26,best
90395,37,22,first
11374,27,20,best
19698,8,40,best
3754,10,35,best
26469,32,14,best
6257,11,35,first
10649,4,39,best
4642,33,22,best
90732,4,38,best
92306,12,26,best
99064,1,37,first
87211,17,21,first
14524,23,30,best
23688,23,27,first
17702,19,25,best
82063,7,36,best
6407,35,29,first
10224,16,28,best
14377,17,32,first
166509,24,30,best
101744,37,18,first
88712,36,23,first
2339,18,32,first
10061,14,28,first
12607,14,33,best
16714,20,25,first
7035,15,33,best
169492,31,24,best
11375,21,25,best
5780,13,28,first
14791,26,30,first
11448,20,30,best
8742,32,30,best
30368,31,27,best
13656,35,21,best
103308,28,21,best
9521,5,38,first
33182,28,20,best
15490,27,27,first
4451,8,31,first
24889,28,23,first
11187,6,38,first
8209,7,35,first
85836,9,34,best
13810,38,21,best
16567,30,30,best
16712,23,32,best
23163,26,23,best
10696,11,32,first
23276,40,22,best
17342,15,28,best
8406,21,30,first
4246,35,27,first
5602,26,20,best
19718,20,20,first
9043,22,26,best
23134,16,25,first
9052,8,34,first
8807,26,24,first
15877,16,33,best
4394,21,32,best
84589,36,22,first
7313,24,32,best
16141,22,32,best
23507,25,21,first
6791,15,34,best
5327,12,36,best
96443,37,23,best
7199,33,23,best
11775,22,30,first
15290,30,29,first
10923,23,25,best
82123,14,32,first
24730,11,33,best
87034,35,20,best
6851,9,35,first
5575,13,36,best
16920,12,31,best
15411,11,36,best
94324,32,20,best
5061,14,34,best
20995,37,21,best
10097,9,40,best
7308,17,26,first
16907,39,21,best
5341,12,26,first
20678,10,36,best
400000,38,3,best
8937,13,35,best
4566,5,39,best
17586,25,25,first
5584,10,40,best
12780,33,20,best
10862,21,26,best
27997,24,20,first
4194,14,35,best
23437,30,20,best
10892,19,26,best
10485,37,24,best
6246,12,28,best
95038,2,39,first
2491,33,22,first
6019,30,24,first
11875,34,27,best
87812,3,38,first
4807,22,24,first
320094,3,35,first
7827,36,29,first
14504,4,37,first
26262,18,25,first
14675,11,34,best
9585,9,31,first
7600,12,35,first
7995,32,21,first
13553,24,27,first
86280,5,37,best
12754,13,33,best
6153,4,39,first
4697,7,36,first
3312,17,31,best
8249,15,35,best
90509,7,38,best
93084,39,29,best
22047,28,27,first
1234,21,32,first
6921,22,26,first
83999,35,22,best
9233,8,36,first
15534,14,40,best
1255,26,20,first
85700,33,24,first
5358,11,36,first
88128,37,29,first
6474,15,34,first
13321,21,28,best
3287,10,38,best
11840,15,32,first
18214,28,30,first
5070,31,21,first
7213,8,38,best
4995,27,26,best
104678,10,33,first
8006,39,24,best
4975,7,37,best
6239,40,22,first
7627,8,40,first
7591,9,34,first
7984,16,31,best
7331,16,40,best
6464,27,25,best
11888,15,28,first
12280,27,30,best
13329,20,26,best
2767,5,37,first
7386,19,26,first
15567,15,40,best
15891,38,23,first
7649,16,28,first
92030,38,29,best
18904,15,26,first
9159,23,32,first
17858,25,32,best
83807,25,24,best
19217,24,26,best
9054,19,28,best
4053,11,33,first
12302,22,28,best
6986,16,33,first
87191,31,20,first
92583,32,14,first
4816,18,35,best
6033,5,39,first
13257,28,20,first
7584,14,34,first
17625,29,32,best
14563,23,28,best
15028,19,32,first
7772,13,35,first
9847,18,28,best
12513,12,40,best
93379,30,21,best
11597,27,32,best
11036,10,31,first
12422,6,37,best
16105,13,40,best
14878,6,40,first
20617,36,24,best
12060,3,39,first
28267,30,27,first
24336,25,30,first
12652,28,25,best
12126,16,32,first
23290,11,31,best
26343,23,30,first
9869,16,26,first
5273,9,37,best
15401,37,27,first
9118,16,34,best
86016,27,20,first
14409,31,32,best
91948,27,21,first
6026,30,25,best
15361,4,38,first
11503,11,40,best
11840,12,31,first
15761,9,36,first
10381,29,25,best
11142,19,34,best
4968,16,35,best
10834,22,32,first
7190,9,38,best
21258,19,25,first
15862,29,24,first
13207,32,30,first
17935,32,29,first
19825,34,21,first
4169,39,24,first
14652,14,31,first
17860,13,34,best
14214,14,26,first
3364,21,26,first
82122,21,25,first
16041,37,21,first
6041,32,25,best
7708,9,40,first
8676,14,40,first
8761,33,30,best
20588,12,34,best
13372,26,23,first
90560,37,20,best
20869,17,28,first
16366,36,20,best
10359,24,32,first
12378,32,20,first
9026,10,38,first
8029,26,32,best
9578,30,30,first
11001,24,28,best
8847,12,36,first
5065,19,28,first
12108,11,34,first
25573,15,31,best
12360,34,30,best
4719,8,39,best
84539,20,28,best
19256,35,30,best
12351,16,36,best
20844,38,21,first
14322,18,31,best
88250,40,21,best
13116,10,35,first
23809,28,24,best
12448,17,31,first
8712,15,35,first
12299,31,27,first
5508,21,34,best
17138,2,37,first
18446,35,20,first
84341,32,24,first
11876,17,40,best
89561,17,34,best
3851,20,35,best
8826,18,40,best
7489,39,21,first
12365,23,26,best
2764,16,40,first
88772,15,33,first
8228,30,32,best
8627,15,36,best
83776,35,24,first
6689,20,26,first
83485,6,39,best
4943,36,32,best
12147,24,30,first
14730,18,34,best
9685,23,28,first
22324,39,27,best
82909,20,30,first
85511,39,22,first
16645,10,40,first
14531,29,30,best
10913,20,34,best
13926,23,25,first
16771,35,21,first
17879,33,21,best
17629,18,33,best
17365,14,33,first
85773,26,26,best
98022,14,35,first
90457,17,35,best
7718,17,33,best
5747,11,40,first
7738,16,31,first
92516,26,25,best
21580,31,24,first
17411,25,26,best
1630,20,35,first
23455,39,23,best
13041,33,23,first
7478,18,36,best
7463,19,40,best
93920,37,24,first
19400,40,23,first
4575,9,39,best
2453,20,28,first
26342,13,36,first
10853,11,38,best
9042,16,35,first
6915,10,39,best
17183,15,40,first
11716,27,25,first
9725,11,39,best
11853,29,20,best
11509,21,28,first
12093,7,37,first
14253,13,33,first
11387,35,25,best
1894,26,26,first
19484,28,26,best
24791,37,23,first
3918,40,30,best
11400,33,25,best
9623,12,40,first
9405,27,30,first
14655,28,25,first
8233,9,38,first
10325,14,36,best
84807,12,28,first
17831,25,32,first
8641,23,40,best
82824,13,40,first
14567,39,29,first
6794,39,32,best
87383,7,38,first
21506,18,26,best
9210,22,34,best
14378,32,32,best
10724,16,36,first
12246,38,32,best
13737,22,28,first
11995,20,40,best
6114,17,40,first
13036,18,34,first
167128,36,27,first
97719,35,22,first
91138,33,20,first
6354,29,30,first
16393,17,34,first
17044,22,25,best
15632,25,24,first
88913,29,26,best
25457,10,36,first
12060,25,28,best
9401,38,27,best
9606,38,30,best
11916,18,40,first
16743,36,26,best
14393,29,25,first
15911,34,25,best
28507,11,31,first
24188,30,26,best
86990,22,40,best
18007,27,26,first
86101,19,31,best
84411,40,20,best
94903,10,34,first
18938,35,32,best
87013,29,32,first
19427,19,34,first
14240,30,25,first
88882,8,37,best
14472,15,31,first
90595,34,27,first
11159,11,37,best
90537,39,30,best
21914,20,33,best
19919,16,34,first
14489,39,27,first
18668,24,28,first
15581,18,36,first
18126,34,32,best
6259,37,32,best
98544,38,22,best
88236,32,25,first
93932,12,34,first
18151,33,30,first
14456,33,26,best
7043,25,35,best
11826,40,21,first
7616,24,40,best
10922,20,34,first
11502,12,38,best
8459,17,33,first
14650,12,39,best
4079,39,25,best
89198,21,34,first
17602,23,33,best
20538,7,39,best
400000,38,3,first
21694,30,32,first
87592,27,28,best
8977,21,36,best
14961,9,37,first
14402,13,38,best
9282,25,26,first
92086,10,37,best
13362,23,35,best
18416,38,29,first
14889,24,25,best
18174,31,26,best
17977,21,40,best
16376,19,36,best
13739,23,40,first
14399,26,25,first
91362,24,26,first
29885,6,37,first
13151,28,40,best
12102,26,40,best
15114,24,33,best
20667,26,32,first
10304,40,29,best
13684,34,30,first
11444,17,35,first
21596,6,39,first
85692,18,31,first
10538,10,39,first
20179,27,32,first
21114,11,38,first
86032,13,31,best
13396,18,28,first
92535,22,35,best
2522,35,34,best
18189,28,34,best
13647,9,39,first
174266,28,21,first
90315,31,30,best
17498,8,39,first
97793,26,34,best
84794,21,31,best
10706,16,38,best
17479,23,26,first
11676,36,25,best
17894,36,30,best
22446,13,34,first
23153,20,36,best
23886,21,33,best
16970,40,30,first
94399,22,33,best
93839,40,24,best
97592,28,28,best
89508,37,25,best
95681,32,27,best
87851,20,31,best
86894,32,40,best
17619,31,28,best
92019,28,24,first
86171,33,40,best
181127,8,35,first
103792,39,20,best
13468,36,32,first
90116,29,40,best
97614,33,21,first
169881,30,20,first
94803,33,25,first
87333,32,26,best
11842,35,25,first
104174,22,36,best
9425,25,28,first
18660,23,31,best
174462,30,21,first
88143,31,32,first
20772,37,26,best
105347,37,20,first
18521,11,39,first
91960,12,37,best
164579,8,38,first
84445,25,33,best
20413,36,20,first
98505,27,34,best
16594,34,26,best
15855,15,38,best
8455,23,36,best
85119,19,40,first
15791,40,27,best
177155,36,24,first
14557,15,36,first
22086,38,30,first
14571,29,34,best
27426,23,33,first
95768,31,34,best
18880,14,36,first
91939,25,34,best
92483,38,26,best
13393,19,31,first
21860,35,30,first
106475,37,30,best
163448,23,34,best
20014,25,31,best
22088,31,40,best
85954,38,24,best
94014,30,28,best
16187,38,25,best
20452,39,23,first
35132,34,40,best
89816,32,32,first
92849,20,40,first
11077,11,37,first
178410,32,28,best
91619,30,26,first
9138,16,39,best
25027,33,34,best
12638,36,26,first
90470,35,40,best
95419,34,25,first
23289,28,26,first
86154,39,30,first
326830,34,20,best
171424,35,28,best
20384,38,22,first
14807,27,28,first
100973,22,40,first
19061,22,35,first
27112,25,36,best
16360,13,37,best
166808,40,29,first
99919,18,26,first
99869,39,25,first
93238,37,40,best
16288,30,34,best
172030,22,25,first
178545,19,36,first
167532,33,28,best
7273,28,32,best
92236,25,40,best
24353,22,31,best
103530,29,26,first
177532,24,25,first
85368,20,36,first
93342,27,40,best
7410,25,34,first
166719,33,26,first
177647,35,34,first
98843,18,35,first
180368,13,38,first
169860,15,37,best
247214,35,32,first
94610,20,33,first
29584,13,31,first
96806,28,33,best
100169,37,32,first
13118,31,26,first
175665,38,32,first
178119,31,25,best
21023,20,31,first
101606,10,37,first
30430,40,32,best
24080,40,34,best
171499,21,35,best
26009,22,36,first
19083,29,40,first
32216,36,40,best
23080,8,37,first
164757,39,26,best
98080,21,40,first
19675,23,35,first
93615,37,26,first
92499,22,34,first
107560,25,35,first
99710,24,40,first
29203,38,28,best
97141,26,28,best
101399,17,39,best
12318,13,39,best
34876,17,36,best
16346,29,35,best
32847,38,34,best
97015,26,33,best
105431,40,26,best
22278,39,28,best
17449,24,36,best
26583,14,39,best
97680,36,21,best
96832,26,34,first
14569,28,34,first
97755,7,39,first
91988,23,31,first
172364,28,28,first
246320,32,27,first
18722,15,39,best
13772,27,35,first
101651,39,32,first
258354,22,33,first
24660,16,38,first
92876,14,37,best
108324,28,40,first
27577,34,32,first
24730,40,40,best
172332,18,33,first
171155,25,31,first
171894,32,40,first
96141,17,38,best
170857,12,38,first
97532,31,28,first
107154,39,20,first
94206,21,33,first
90883,36,28,best
94419,26,40,first
31295,40,20,first
20424,27,36,best
15081,32,26,first
17516,38,40,best
16497,25,36,first
22100,31,33,best
176795,40,24,first
171977,40,27,first
255650,39,34,best
103649,26,31,best
99506,31,40,first
104450,20,39,best
183255,29,20,first
99827,38,25,first
29897,34,26,first
11554,19,35,best
24934,36,25,first
177624,16,37,best
27207,36,30,first
102018,24,33,first
101379,12,39,first
26217,32,28,first
13355,33,36,best
181903,32,34,best
165809,18,39,best
176229,33,32,best
101195,30,28,first
17047,17,37,best
92917,25,33,first
174077,38,27,first
28041,33,34,first
23086,16,39,first
17355,34,36,best
106995,23,34,first
27943,25,40,first
100652,30,33,best
18513,32,31,best
29145,21,36,first
10689,20,38,best
247337,38,24,first
31541,12,37,first
90676,31,36,best
27919,27,34,first
174349,31,35,best
99957,37,34,best
108768,37,25,first
21148,21,35,first
244130,31,30,first
175550,15,38,first
19082,37,40,first
100082,38,20,best
176025,28,35,best
21799,23,36,first
26493,18,38,best
18365,22,31,first
25721,33,40,first
171505,29,36,best
105355,37,28,best
101387,34,20,first
102665,30,35,best
166621,31,34,first
400000,39,3,best
95549,24,36,first
96599,36,40,first
168886,29,33,best
101186,26,36,best
113446,34,33,best
99569,30,40,best
21814,40,28,best
168749,36,34,best
23219,28,33,first
99064,19,39,best
22535,15,39,first
93408,37,30,first
97124,26,28,first
167486,21,31,first
17608,40,34,first
18853,38,33,best
180310,38,28,first
96395,14,38,best
100241,30,31,best
96648,40,40,first
95604,19,33,best
173079,35,40,first
102584,31,25,first
21628,30,36,best
170685,38,26,first
98686,29,31,best
91045,18,37,best
171152,39,40,best
23105,35,28,first
24664,17,38,first
15110,38,34,first
107057,14,39,first
29810,34,35,best
26672,26,33,first
95974,17,36,first
101531,29,28,best
324779,40,25,best
15571,24,31,best
22181,19,38,best
100057,33,33,best
103888,39,28,first
15544,26,35,best
95431,29,35,first
99901,27,40,first
101372,34,31,best
13259,23,38,best
97992,33,35,best
18297,39,26,first
26375,13,37,first
27408,28,32,first
172530,30,34,first
100880,31,33,first
94145,30,33,first
35766,15,37,first
13761,25,39,best
26305,17,39,first
249069,26,31,first
96288,39,34,first
93876,18,38,first
19465,37,34,first
91944,19,35,first
96332,21,39,best
29589,39,36,best
30456,24,35,best
98301,18,39,first
90388,32,34,first
18245,33,36,first
96173,34,34,best
26238,13,39,first
14070,20,37,best
97954,26,36,first
23842,35,26,best
86961,22,39,best
17696,28,35,first
21218,35,31,best
178182,38,40,first
19354,24,34,best
169477,14,37,first
28602,38,36,best
178112,28,31,best
101880,37,36,best
9671,28,39,best
176843,34,40,first
18521,26,38,best
96963,36,36,best
244813,40,32,first
23996,40,26,first
166234,36,33,best
98609,34,36,first
16272,38,35,best
24991,37,28,first
92265,30,31,first
173040,36,21,first
95381,19,37,best
104546,27,36,first
8956,26,39,best
246269,29,34,first
251741,33,28,first
94276,40,36,best
89313,21,37,best
87759,30,35,first
26327,32,31,first
92669,36,35,best
20986,16,37,first
23476,24,38,best
102985,36,34,first
101146,36,28,first
92819,34,33,first
27189,31,36,first
172739,29,36,first
32953,20,38,first
88179,37,35,best
174822,20,39,first
14559,23,38,first
400000,39,3,first
172761,24,39,best
95889,18,37,first
14563,40,35,best
14215,39,36,first
14034,27,31,best
14481,31,35,first
24715,27,33,best
105793,38,33,first
175080,30,40,first
15965,35,26,first
173549,40,28,first
21334,33,32,first
90346,40,25,first
26493,33,33,first
175994,38,20,first
16287,19,39,first
90898,33,35,first
11327,37,36,first
103377,29,31,first
15880,21,39,first
172567,26,35,first
102956,22,38,best
103759,33,39,best
23722,23,37,best
27119,25,39,first
90035,39,40,first
18506,19,38,first
26107,19,33,first
99776,40,33,best
167826,25,38,best
17299,24,38,first
32390,28,38,best
96528,36,31,best
18090,34,35,first
178805,17,37,first
23507,30,38,best
95383,32,39,best
96453,22,39,first
98988,14,38,first
22339,31,38,best
21822,36,36,first
18608,27,31,first
94667,19,37,first
18072,28,39,first
28694,34,31,first
94068,31,31,best
31884,29,33,first
96836,33,31,best
34821,38,36,first
105440,24,35,first
98898,26,39,first
16969,39,33,best
177310,28,31,first
169317,38,31,best
173152,30,36,first
91061,28,37,best
27336,29,28,first
96444,36,39,best
31318,36,33,first
14594,34,34,first
107496,28,36,best
163381,37,35,first
20262,26,37,best
100658,24,37,best
100381,26,38,first
98760,24,31,first
20612,21,38,best
95857,27,33,first
27915,24,34,first
97905,35,39,best
95755,32,38,best
105223,34,28,best
27508,32,35,best
95331,33,38,best
94446,38,35,first
99163,31,39,best
173043,30,39,best
21291,39,39,best
91650,24,39,first
96643,32,33,best
12232,33,39,first
29868,20,37,first
106368,22,38,first
17451,36,31,first
167241,39,31,best
30792,23,37,first
102293,37,39,best
175215,35,33,best
174583,36,35,first
92983,38,39,best
245124,40,35,first
14274,38,31,first
100031,21,37,first
31053,25,38,first
89462,37,38,best
95998,40,31,best
19964,31,37,best
172230,36,38,best
181708,40,39,best
26596,31,38,first
10656,36,39,first
27854,23,39,best
176086,32,37,best
96254,34,37,best
112578,28,38,first
178531,40,36,first
93392,27,38,best
